,news_id,title,abstract,category
2096,N49260,Kincade Fire Smoke Plume Grows as Dusk Approaches in California,"Fresh evacuation warnings were issued late on October 25 as authorities continued to battle the spread of the Kincade Fire in Sonoma County, California. An evacuation warning is not a mandatory order to leave but is designed to ensure people are prepared to move quickly if required. People in Gifford Springs, Whispering Pines, Anderson Springs, Adams Springs, Hobergs and Cobb were advised by Cal Fire to gather ""pets, essential items and medications and have them ready to go in case an evacuation order is issued."" The fire broke out on October 23, prompting evacuations in nearby Geyserville. The blaze had grown to 23,700 acres by the evening of October 25. This video shows a one-hour timelapse of the fire's churning smoke plume. The timestamp on the video says the recording began at 5 pm, local time. Credit: ALERTWildFire & Nevada Seismological Laboratory via Storyful",weather
2099,N38544,"Tornado slams Dallas; 4 killed in Arkansas, Oklahoma",A tornado tore homes and businesses apart in a densely populated area of Dallas but only minor injuries were reported. Tens of thousands of people were without electricity. (Oct. 21),weather
2102,N48952,Foal Sees Rain for First Time at Drought-Stricken New South Wales Property,"Residents and animals rejoiced when drought-stricken central New South Wales received relief in the form of above-average rainfall in early November. After experiencing rainfall deficiencies for well over a year, welcome storms moved through the area November 2 through November 4. The Australian Bureau of Meteorology recorded over 42 millimeters (1.7 inches) of rainfall for the region on November 4. Nyngan resident Natalie Cepeniuk captured this video of her weeks-old foal experiencing rainfall for the first time. Cepeniuk said, ""It is the first time she has seen rain, and she didn't know whether to lie down or play in the puddles … We have not had decent rain in two years, and we are in bad drought."" Credit: Natalie Cepeniuk via Storyful",weather
2106,N29202,National Weather Service Confirms Tornado Touched Down In New Jersey,"They say at 12:23 a.m. Friday, an EF-1 tornado touched down in Harding Township along Pleasantville Road.",weather
2107,N12198,"Record snowfall hits parts of Midwest as storm strikes East Coast, bringing outages",A classic strong fall storm is moving through the Northeast U.S. this morning -- the same storm that brought snow to the Midwest on Halloween.,weather
2108,N63427,Kamala Harris' home evacuated in Los Angeles wildfire,"WASHINGTON  Sen. Kamala Harris said Monday that her home in Los Angeles has been evacuated because of the threat from a nearby wildfire. A spokesman for the Harris presidential campaign confirmed that the California Democrat's home was in a mandatory evacuation zone in the Getty Fire, the latest blaze to threaten residences and businesses in the state. The fire broke out early Monday near Interstate 405 in the area of the Getty Center. It had...",weather
2109,N33869,Storm system over Gulf of Mexico moves toward Florida; watches issued,,weather
2110,N31023,"Forecasters: Two weather systems will merge, creating powerful storm that will impact the region on Wednesday","After a couple of warm, dry days to start the week, a powerful storm will lash the Lehigh Valley on Wednesday, forecasters say. The system is expected to bring heavy rain and blustery winds to our area and across the mid-Atlantic region. ""We've got two systems. We've got one in southeast Canada and one is going to develop off the coast,"" said meteorologist Ed Vallee of Empire Weather. ...",weather
2111,N38416,Show Me the Sleigh to Amarillo': Snowstorm in North Texas Picks Up Steam,"An early season snowstorm in Amarillo, Texas, picked up steam on October 24 as conditions deteriorated and strong winds blew through residential areas. In a series of videos tweeted by Amarillo resident Diana Penn, wind can be seen increasing in intensity as snow covers the ground and rooftops of nearby homes. ""It's collecting quickly. Wind is blowing,"" Penn said in one tweet. The National Weather Service said heavy snow was falling in Amarillo with ""near whiteout conditions."" A number of Twitter users reacted with surprise to seeing so much snow in Texas during the month of October. Mark McFadden, a journalist, tweeted ""Show me the sleigh to Amarillo,"" a play on the 1971 song ""(Is This the Way to) Amarillo"" by Tony Christie. Credit: Diana Penn via Storyful",weather
2112,N37411,Several blasts of arctic cold will bring an early winter to millions across the US,"Arctic cold blasts will hit much of the United States this week, bringing an early winter to millions with frosts, freezes and cold temperatures",weather
2118,N16563,"Halloween storm knocks out power for 30,000 across Massachusetts","Over 30,000 households across Massachusetts were without power Friday morning, after a spooky storm with heavy rain and wind blew through communities across the state on Halloween night. According to the Massachusetts Emergency Management Agency, 32,158 customers were without power as of 7:02 a.m., with the highest percentage of outages in West Bridgewater, Pembroke, Warren […]",weather
2126,N44896,Powerhouse Energy is turning plastic into fuel for hydrogen cars,A UK company is using non-recyclable plastics and other waste to generate electricty and hyrdogen.,weather
2129,N52280,"Prescribed burn that led to Elk Fire had double the required resources, nonprofit reports",Colorado fire crews working near Red Feather Lakes held the fire to 622 acres with 80% containment.,weather
2133,N35452,Potentially historic wind event' over weekend could inflame California wildfires,"Northern California could experience a potentially historic wind event this weekend, which could have a dangerous effect on wildfires.",weather
2137,N59489,"Rain, early snows delay U.S. harvest in latest blow to farmers","Rain, early snows delay U.S. harvest in latest blow to farmers",weather
2138,N32699,Hard Rock construction site monitored as crane moved in to stabilize building,,weather
2139,N18116,"Denver Weather: Second Arctic Blast Ready To Strike, Major Snowfall Ahead",A Winter Storm Warning is posted for Denver and a huge portion of northern Colorado for Tuesday into Wednesday.,weather
2141,N27773,"Millions in California facing fire danger, more blackouts","A fire in the Los Angeles suburb of Santa Clarita has forced 50,000 people to evacuate, with some staying at an evacuation center at a local high school. (Oct. 25)",weather
2143,N50020,15 reasons we should get rid of daylight saving time,15 reasons we should get rid of daylight saving time,weather
2144,N51117,Power is back on at New Orleans' main airport as Olga drops heavy rain on the Gulf Coast,"Even as power was fully restored late Saturday morning at New Orleans' main airport, nearly 84,000 customers in the region were still without electricity as the remnants of Tropical Storm Olga moved across the Gulf Coast.",weather
